busco_coleoptera_odb12,Coleoptera_ALG
164962at7041,C3
165000at7041,C3
165004at7041,C3
165040at7041,C3
165077at7041,C3
165109at7041,C3
165180at7041,C3
165217at7041,C3
165267at7041,C3
165360at7041,C3
165375at7041,C3
165377at7041,C3
165430at7041,C3
165648at7041,C3
165653at7041,C3
165670at7041,C3
165731at7041,C3
165791at7041,C3
165911at7041,C3
165921at7041,C3
166048at7041,C3
166075at7041,C3
166137at7041,C3
166235at7041,C3
166256at7041,C3
166277at7041,C3
166366at7041,C3
166389at7041,C3
166416at7041,C3
166521at7041,C3
166548at7041,C3
166582at7041,C3
166610at7041,C3
166621at7041,C3
166651at7041,C3
166712at7041,C3
166721at7041,C3
166735at7041,C3
166748at7041,C3
166780at7041,C3
166785at7041,C3
166789at7041,C3
166801at7041,C3
166823at7041,C3
166886at7041,C3
166898at7041,C3
166920at7041,C3
16695at7041,C3
166984at7041,C3
167000at7041,C3
167013at7041,C3
167019at7041,C3
167072at7041,C3
167088at7041,C3
167280at7041,C3
167296at7041,C3
167308at7041,C3
167418at7041,C3
167429at7041,C3
167443at7041,C3
167473at7041,C3
167663at7041,C3
167675at7041,C3
167742at7041,C3
167795at7041,C3
167798at7041,C3
167873at7041,C3
167882at7041,C3
167922at7041,C3
167930at7041,C3
168015at7041,C3
168028at7041,C3
168034at7041,C3
168065at7041,C3
168068at7041,C3
168074at7041,C3
168104at7041,C3
168171at7041,C3
168223at7041,C3
168232at7041,C3
168286at7041,C3
168294at7041,C3
168303at7041,C3
168351at7041,C3
168352at7041,C3
168396at7041,C3
168458at7041,C3
168462at7041,C3
168493at7041,C3
168523at7041,C3
168592at7041,C3
168599at7041,C3
168630at7041,C3
168691at7041,C3
168819at7041,C3
168857at7041,C3
168874at7041,C3
168883at7041,C3
168926at7041,C3
168936at7041,C3
169000at7041,C3
169008at7041,C3
169105at7041,C3
169120at7041,C3
169133at7041,C3
169253at7041,C3
169275at7041,C3
169354at7041,C3
169408at7041,C3
169432at7041,C3
169477at7041,C3
169538at7041,C3
169678at7041,C3
169706at7041,C3
169710at7041,C3
169722at7041,C3
169794at7041,C3
169885at7041,C3
169921at7041,C3
169932at7041,C3
169983at7041,C3
170038at7041,C3
170085at7041,C3
170092at7041,C3
170222at7041,C3
170468at7041,C3
170524at7041,C3
170546at7041,C3
170632at7041,C3
170635at7041,C3
170693at7041,C3
170757at7041,C3
170816at7041,C3
170949at7041,C3
171050at7041,C3
171051at7041,C3
17185at7041,C3
17247at7041,C3
1728at7041,C3
17322at7041,C3
17404at7041,C3
17748at7041,C3
1789at7041,C3
17942at7041,C3
18040at7041,C3
18068at7041,C3
18131at7041,C3
19013at7041,C3
1929at7041,C3
19626at7041,C3
19709at7041,C3
19758at7041,C3
19804at7041,C3
199at7041,C3
20331at7041,C3
20919at7041,C3
20929at7041,C3
20980at7041,C3
21352at7041,C3
21849at7041,C3
21927at7041,C3
22338at7041,C3
22646at7041,C3
23838at7041,C3
23956at7041,C3
24212at7041,C3
24257at7041,C3
24348at7041,C3
2499at7041,C3
25599at7041,C3
2603at7041,C3
26221at7041,C3
26481at7041,C3
26720at7041,C3
2764at7041,C3
27922at7041,C3
2807at7041,C3
28507at7041,C3
29231at7041,C3
29817at7041,C3
30232at7041,C3
30650at7041,C3
306at7041,C3
3092at7041,C3
31547at7041,C3
31878at7041,C3
31910at7041,C3
32120at7041,C3
32291at7041,C3
3247at7041,C3
32643at7041,C3
33100at7041,C3
33750at7041,C3
34040at7041,C3
34169at7041,C3
34247at7041,C3
34821at7041,C3
35033at7041,C3
35115at7041,C3
37111at7041,C3
37385at7041,C3
37767at7041,C3
38118at7041,C3
38154at7041,C3
38344at7041,C3
38850at7041,C3
39164at7041,C3
39226at7041,C3
39875at7041,C3
40264at7041,C3
40272at7041,C3
40417at7041,C3
41074at7041,C3
41116at7041,C3
41208at7041,C3
41843at7041,C3
41905at7041,C3
41965at7041,C3
41988at7041,C3
41989at7041,C3
42196at7041,C3
42631at7041,C3
42737at7041,C3
43315at7041,C3
43504at7041,C3
43810at7041,C3
4406at7041,C3
44214at7041,C3
44880at7041,C3
45895at7041,C3
45933at7041,C3
45993at7041,C3
46099at7041,C3
46176at7041,C3
46186at7041,C3
46237at7041,C3
46713at7041,C3
48084at7041,C3
48148at7041,C3
48219at7041,C3
48354at7041,C3
49194at7041,C3
49281at7041,C3
49603at7041,C3
49607at7041,C3
49681at7041,C3
49716at7041,C3
49760at7041,C3
49842at7041,C3
50103at7041,C3
50769at7041,C3
50774at7041,C3
5081at7041,C3
51617at7041,C3
51752at7041,C3
52271at7041,C3
52777at7041,C3
53365at7041,C3
53421at7041,C3
53838at7041,C3
54021at7041,C3
54536at7041,C3
55213at7041,C3
55577at7041,C3
56435at7041,C3
56535at7041,C3
56926at7041,C3
56977at7041,C3
57058at7041,C3
57074at7041,C3
57736at7041,C3
58489at7041,C3
59134at7041,C3
59333at7041,C3
59353at7041,C3
59711at7041,C3
59914at7041,C3
59951at7041,C3
60087at7041,C3
60367at7041,C3
60587at7041,C3
6098at7041,C3
61433at7041,C3
6163at7041,C3
61649at7041,C3
61739at7041,C3
62951at7041,C3
63112at7041,C3
63496at7041,C3
63595at7041,C3
63674at7041,C3
64010at7041,C3
64171at7041,C3
64249at7041,C3
64787at7041,C3
6511at7041,C3
65511at7041,C3
65639at7041,C3
65654at7041,C3
65909at7041,C3
66843at7041,C3
68147at7041,C3
68589at7041,C3
68601at7041,C3
69481at7041,C3
70191at7041,C3
70238at7041,C3
70709at7041,C3
70824at7041,C3
71152at7041,C3
71466at7041,C3
7188at7041,C3
72185at7041,C3
73020at7041,C3
73038at7041,C3
73539at7041,C3
73972at7041,C3
74685at7041,C3
74706at7041,C3
75037at7041,C3
75088at7041,C3
75226at7041,C3
75367at7041,C3
75544at7041,C3
75553at7041,C3
75772at7041,C3
75799at7041,C3
76003at7041,C3
76826at7041,C3
77498at7041,C3
7778at7041,C3
78369at7041,C3
78691at7041,C3
78778at7041,C3
79659at7041,C3
80272at7041,C3
80487at7041,C3
80792at7041,C3
80931at7041,C3
80981at7041,C3
81199at7041,C3
81668at7041,C3
81840at7041,C3
82064at7041,C3
82237at7041,C3
82480at7041,C3
82616at7041,C3
8274at7041,C3
82946at7041,C3
83685at7041,C3
83906at7041,C3
84395at7041,C3
84690at7041,C3
84905at7041,C3
85332at7041,C3
8547at7041,C3
85734at7041,C3
85832at7041,C3
85970at7041,C3
8599at7041,C3
86131at7041,C3
86201at7041,C3
86264at7041,C3
862at7041,C3
86328at7041,C3
86700at7041,C3
86923at7041,C3
87808at7041,C3
87842at7041,C3
87844at7041,C3
88020at7041,C3
88587at7041,C3
8858at7041,C3
89533at7041,C3
90169at7041,C3
90609at7041,C3
91014at7041,C3
91198at7041,C3
91730at7041,C3
91747at7041,C3
91774at7041,C3
92630at7041,C3
92849at7041,C3
93385at7041,C3
94712at7041,C3
94958at7041,C3
95741at7041,C3
95904at7041,C3
96252at7041,C3
96446at7041,C3
96559at7041,C3
96714at7041,C3
96898at7041,C3
9698at7041,C3
97656at7041,C3
981at7041,C3
99595at7041,C3
99714at7041,C3
99974at7041,C3
100120at7041,C4
100406at7041,C4
100544at7041,C4
100781at7041,C4
101156at7041,C4
101951at7041,C4
102196at7041,C4
102292at7041,C4
102775at7041,C4
10287at7041,C4
103039at7041,C4
104441at7041,C4
104597at7041,C4
104936at7041,C4
10508at7041,C4
105449at7041,C4
10560at7041,C4
105735at7041,C4
106012at7041,C4
106094at7041,C4
106250at7041,C4
106303at7041,C4
10662at7041,C4
106957at7041,C4
107344at7041,C4
107444at7041,C4
107840at7041,C4
108381at7041,C4
108730at7041,C4
109014at7041,C4
109036at7041,C4
109201at7041,C4
109329at7041,C4
111129at7041,C4
111459at7041,C4
111502at7041,C4
1119at7041,C4
112096at7041,C4
112534at7041,C4
113220at7041,C4
113476at7041,C4
113530at7041,C4
116158at7041,C4
117248at7041,C4
117266at7041,C4
118442at7041,C4
118570at7041,C4
119043at7041,C4
119165at7041,C4
120219at7041,C4
120377at7041,C4
12138at7041,C4
12206at7041,C4
122139at7041,C4
122237at7041,C4
122770at7041,C4
123259at7041,C4
123400at7041,C4
1235at7041,C4
123781at7041,C4
123899at7041,C4
124968at7041,C4
124990at7041,C4
125046at7041,C4
125168at7041,C4
125289at7041,C4
125741at7041,C4
125887at7041,C4
12599at7041,C4
127093at7041,C4
127272at7041,C4
127770at7041,C4
128073at7041,C4
13014at7041,C4
13093at7041,C4
131167at7041,C4
13116at7041,C4
131243at7041,C4
132691at7041,C4
133642at7041,C4
133960at7041,C4
135107at7041,C4
135235at7041,C4
13543at7041,C4
1358at7041,C4
13594at7041,C4
136253at7041,C4
13754at7041,C4
13902at7041,C4
14033at7041,C4
14106at7041,C4
14113at7041,C4
14284at7041,C4
14530at7041,C4
14801at7041,C4
15319at7041,C4
15685at7041,C4
163444at7041,C4
163470at7041,C4
163495at7041,C4
163537at7041,C4
163560at7041,C4
163574at7041,C4
163748at7041,C4
163768at7041,C4
163769at7041,C4
163817at7041,C4
163832at7041,C4
163833at7041,C4
163959at7041,C4
164115at7041,C4
164125at7041,C4
164200at7041,C4
164270at7041,C4
164298at7041,C4
16436at7041,C4
164451at7041,C4
164472at7041,C4
164656at7041,C4
164657at7041,C4
164670at7041,C4
164709at7041,C4
164719at7041,C4
164721at7041,C4
164736at7041,C4
164769at7041,C4
164773at7041,C4
164793at7041,C4
164833at7041,C4
164872at7041,C4
16490at7041,C4
164937at7041,C4
164976at7041,C4
164990at7041,C4
164994at7041,C4
165037at7041,C4
165206at7041,C4
165280at7041,C4
165341at7041,C4
165423at7041,C4
165434at7041,C4
165451at7041,C4
165453at7041,C4
165471at7041,C4
165533at7041,C4
165540at7041,C4
165633at7041,C4
165637at7041,C4
165692at7041,C4
165779at7041,C4
165797at7041,C4
165818at7041,C4
165877at7041,C4
165934at7041,C4
165999at7041,C4
165at7041,C4
166010at7041,C4
166038at7041,C4
166072at7041,C4
166178at7041,C4
166179at7041,C4
166226at7041,C4
166228at7041,C4
166246at7041,C4
166278at7041,C4
166280at7041,C4
166308at7041,C4
166350at7041,C4
166407at7041,C4
166431at7041,C4
166454at7041,C4
166530at7041,C4
166551at7041,C4
166557at7041,C4
166561at7041,C4
166586at7041,C4
166644at7041,C4
166715at7041,C4
16672at7041,C4
166740at7041,C4
166872at7041,C4
166890at7041,C4
166906at7041,C4
166942at7041,C4
167127at7041,C4
167160at7041,C4
167247at7041,C4
167293at7041,C4
167294at7041,C4
167304at7041,C4
167356at7041,C4
167373at7041,C4
167411at7041,C4
167507at7041,C4
167563at7041,C4
167624at7041,C4
167658at7041,C4
167678at7041,C4
167692at7041,C4
167713at7041,C4
167819at7041,C4
167935at7041,C4
167944at7041,C4
167956at7041,C4
168013at7041,C4
168081at7041,C4
168243at7041,C4
168370at7041,C4
168418at7041,C4
168477at7041,C4
168501at7041,C4
168502at7041,C4
168503at7041,C4
168543at7041,C4
168547at7041,C4
168612at7041,C4
168635at7041,C4
168663at7041,C4
168726at7041,C4
168752at7041,C4
168753at7041,C4
168783at7041,C4
168862at7041,C4
168900at7041,C4
168959at7041,C4
168962at7041,C4
168993at7041,C4
169035at7041,C4
169062at7041,C4
169108at7041,C4
169162at7041,C4
169179at7041,C4
169374at7041,C4
169399at7041,C4
169503at7041,C4
169523at7041,C4
169607at7041,C4
169668at7041,C4
169992at7041,C4
170006at7041,C4
170008at7041,C4
170036at7041,C4
170073at7041,C4
170074at7041,C4
170260at7041,C4
170330at7041,C4
170353at7041,C4
170358at7041,C4
170383at7041,C4
170395at7041,C4
170406at7041,C4
170644at7041,C4
170664at7041,C4
170679at7041,C4
170681at7041,C4
170704at7041,C4
170722at7041,C4
170760at7041,C4
170885at7041,C4
171093at7041,C4
171172at7041,C4
171192at7041,C4
17493at7041,C4
17722at7041,C4
17837at7041,C4
18254at7041,C4
18585at7041,C4
18792at7041,C4
1948at7041,C4
19538at7041,C4
19725at7041,C4
19982at7041,C4
20221at7041,C4
20379at7041,C4
20474at7041,C4
2084at7041,C4
20850at7041,C4
2131at7041,C4
21812at7041,C4
22116at7041,C4
22628at7041,C4
24166at7041,C4
24677at7041,C4
24938at7041,C4
25604at7041,C4
26196at7041,C4
26233at7041,C4
26785at7041,C4
2696at7041,C4
27503at7041,C4
28777at7041,C4
29109at7041,C4
30013at7041,C4
30176at7041,C4
30369at7041,C4
31028at7041,C4
31288at7041,C4
31496at7041,C4
31727at7041,C4
32743at7041,C4
3369at7041,C4
34299at7041,C4
34426at7041,C4
3448at7041,C4
34789at7041,C4
35052at7041,C4
35259at7041,C4
3590at7041,C4
36491at7041,C4
36629at7041,C4
36701at7041,C4
37022at7041,C4
37288at7041,C4
3751at7041,C4
37760at7041,C4
38275at7041,C4
38915at7041,C4
4002at7041,C4
40174at7041,C4
40223at7041,C4
41565at7041,C4
41948at7041,C4
41995at7041,C4
42139at7041,C4
42651at7041,C4
42720at7041,C4
43796at7041,C4
44115at7041,C4
44203at7041,C4
44973at7041,C4
45391at7041,C4
45826at7041,C4
46089at7041,C4
46472at7041,C4
47090at7041,C4
47160at7041,C4
47442at7041,C4
47693at7041,C4
47836at7041,C4
48087at7041,C4
49004at7041,C4
49323at7041,C4
49921at7041,C4
50750at7041,C4
50847at7041,C4
50918at7041,C4
50944at7041,C4
51004at7041,C4
51359at7041,C4
51475at7041,C4
51784at7041,C4
51820at7041,C4
52088at7041,C4
52123at7041,C4
52358at7041,C4
5264at7041,C4
53518at7041,C4
5368at7041,C4
53983at7041,C4
54314at7041,C4
54547at7041,C4
54621at7041,C4
5498at7041,C4
54990at7041,C4
55687at7041,C4
56028at7041,C4
56404at7041,C4
57035at7041,C4
57615at7041,C4
57700at7041,C4
57800at7041,C4
58106at7041,C4
58432at7041,C4
58484at7041,C4
58501at7041,C4
58696at7041,C4
58873at7041,C4
58916at7041,C4
58921at7041,C4
59358at7041,C4
59398at7041,C4
59408at7041,C4
59842at7041,C4
59893at7041,C4
5990at7041,C4
60173at7041,C4
60232at7041,C4
60495at7041,C4
60797at7041,C4
61280at7041,C4
61322at7041,C4
6205at7041,C4
6229at7041,C4
62921at7041,C4
6310at7041,C4
631at7041,C4
63703at7041,C4
63734at7041,C4
64117at7041,C4
64233at7041,C4
64407at7041,C4
64487at7041,C4
6496at7041,C4
64973at7041,C4
65186at7041,C4
65404at7041,C4
66082at7041,C4
6634at7041,C4
66900at7041,C4
68567at7041,C4
68814at7041,C4
69299at7041,C4
69628at7041,C4
69710at7041,C4
71083at7041,C4
71678at7041,C4
71942at7041,C4
72501at7041,C4
72896at7041,C4
72939at7041,C4
73862at7041,C4
74167at7041,C4
74598at7041,C4
74755at7041,C4
75419at7041,C4
75629at7041,C4
75747at7041,C4
76228at7041,C4
78770at7041,C4
79082at7041,C4
79216at7041,C4
80961at7041,C4
81674at7041,C4
82423at7041,C4
83333at7041,C4
83506at7041,C4
84273at7041,C4
84402at7041,C4
84994at7041,C4
85667at7041,C4
85807at7041,C4
86142at7041,C4
86392at7041,C4
86427at7041,C4
86536at7041,C4
87941at7041,C4
88929at7041,C4
89323at7041,C4
89588at7041,C4
8983at7041,C4
90296at7041,C4
90435at7041,C4
90976at7041,C4
91076at7041,C4
91122at7041,C4
91284at7041,C4
91406at7041,C4
92203at7041,C4
9221at7041,C4
92227at7041,C4
92335at7041,C4
92456at7041,C4
92506at7041,C4
93420at7041,C4
94523at7041,C4
94693at7041,C4
94801at7041,C4
95046at7041,C4
95245at7041,C4
95402at7041,C4
95714at7041,C4
95805at7041,C4
96109at7041,C4
97039at7041,C4
97123at7041,C4
97870at7041,C4
97914at7041,C4
98080at7041,C4
98244at7041,C4
98594at7041,C4
98692at7041,C4
99179at7041,C4
99576at7041,C4
99689at7041,C4
99885at7041,C4
100792at7041,C5
101843at7041,C5
101860at7041,C5
102220at7041,C5
103083at7041,C5
103236at7041,C5
103349at7041,C5
103386at7041,C5
103539at7041,C5
103762at7041,C5
104221at7041,C5
105088at7041,C5
105414at7041,C5
105863at7041,C5
105984at7041,C5
106105at7041,C5
106926at7041,C5
108169at7041,C5
108206at7041,C5
109603at7041,C5
110195at7041,C5
11065at7041,C5
111046at7041,C5
11114at7041,C5
111626at7041,C5
112402at7041,C5
114812at7041,C5
115118at7041,C5
116222at7041,C5
117805at7041,C5
118168at7041,C5
118703at7041,C5
119289at7041,C5
120524at7041,C5
12089at7041,C5
120980at7041,C5
121585at7041,C5
12178at7041,C5
122564at7041,C5
122830at7041,C5
12428at7041,C5
12516at7041,C5
125370at7041,C5
125894at7041,C5
126246at7041,C5
12725at7041,C5
127817at7041,C5
128785at7041,C5
129360at7041,C5
129547at7041,C5
129780at7041,C5
130101at7041,C5
133269at7041,C5
13518at7041,C5
135299at7041,C5
135379at7041,C5
135814at7041,C5
136380at7041,C5
14314at7041,C5
1472at7041,C5
15026at7041,C5
163426at7041,C5
163487at7041,C5
163519at7041,C5
163584at7041,C5
163593at7041,C5
163622at7041,C5
163646at7041,C5
163655at7041,C5
163694at7041,C5
163707at7041,C5
163861at7041,C5
163913at7041,C5
164066at7041,C5
164085at7041,C5
164108at7041,C5
164162at7041,C5
164171at7041,C5
164275at7041,C5
164301at7041,C5
164314at7041,C5
164374at7041,C5
164419at7041,C5
164427at7041,C5
164570at7041,C5
164592at7041,C5
164608at7041,C5
164641at7041,C5
164646at7041,C5
164780at7041,C5
164839at7041,C5
164957at7041,C5
164964at7041,C5
164974at7041,C5
165002at7041,C5
165043at7041,C5
165119at7041,C5
165127at7041,C5
165131at7041,C5
165247at7041,C5
165326at7041,C5
165398at7041,C5
165416at7041,C5
165470at7041,C5
165694at7041,C5
165724at7041,C5
165813at7041,C5
165853at7041,C5
165870at7041,C5
165913at7041,C5
166002at7041,C5
166090at7041,C5
166206at7041,C5
166258at7041,C5
166263at7041,C5
166373at7041,C5
166418at7041,C5
166422at7041,C5
166456at7041,C5
166505at7041,C5
166523at7041,C5
166526at7041,C5
166532at7041,C5
166570at7041,C5
166576at7041,C5
166634at7041,C5
166680at7041,C5
166753at7041,C5
166774at7041,C5
167150at7041,C5
167164at7041,C5
167177at7041,C5
167178at7041,C5
167197at7041,C5
167324at7041,C5
167358at7041,C5
167479at7041,C5
167533at7041,C5
167585at7041,C5
167709at7041,C5
167736at7041,C5
167781at7041,C5
167789at7041,C5
167839at7041,C5
167902at7041,C5
168023at7041,C5
168025at7041,C5
168076at7041,C5
168238at7041,C5
168245at7041,C5
168274at7041,C5
168299at7041,C5
168365at7041,C5
168366at7041,C5
168456at7041,C5
168468at7041,C5
168529at7041,C5
168740at7041,C5
168756at7041,C5
168770at7041,C5
168873at7041,C5
168878at7041,C5
168904at7041,C5
168941at7041,C5
168963at7041,C5
16904at7041,C5
169106at7041,C5
169175at7041,C5
169181at7041,C5
169189at7041,C5
16930at7041,C5
169358at7041,C5
169420at7041,C5
169550at7041,C5
169568at7041,C5
169628at7041,C5
169648at7041,C5
169764at7041,C5
169789at7041,C5
169793at7041,C5
169809at7041,C5
169899at7041,C5
170000at7041,C5
170133at7041,C5
170142at7041,C5
170258at7041,C5
170507at7041,C5
170525at7041,C5
170710at7041,C5
170826at7041,C5
170930at7041,C5
170959at7041,C5
171004at7041,C5
18901at7041,C5
19001at7041,C5
19175at7041,C5
1923at7041,C5
19505at7041,C5
19609at7041,C5
20546at7041,C5
2099at7041,C5
21176at7041,C5
21202at7041,C5
22749at7041,C5
22805at7041,C5
23841at7041,C5
24571at7041,C5
2574at7041,C5
27420at7041,C5
27721at7041,C5
27802at7041,C5
28502at7041,C5
28628at7041,C5
28897at7041,C5
2893at7041,C5
29251at7041,C5
29484at7041,C5
30147at7041,C5
30397at7041,C5
30751at7041,C5
30887at7041,C5
31672at7041,C5
31726at7041,C5
32356at7041,C5
32526at7041,C5
32567at7041,C5
33788at7041,C5
33858at7041,C5
34796at7041,C5
36289at7041,C5
38076at7041,C5
3841at7041,C5
39703at7041,C5
39712at7041,C5
41548at7041,C5
41865at7041,C5
42104at7041,C5
42149at7041,C5
42432at7041,C5
42930at7041,C5
43171at7041,C5
43734at7041,C5
44353at7041,C5
44488at7041,C5
44971at7041,C5
45150at7041,C5
45392at7041,C5
45840at7041,C5
46227at7041,C5
46347at7041,C5
47275at7041,C5
47667at7041,C5
4775at7041,C5
47781at7041,C5
48575at7041,C5
48578at7041,C5
49357at7041,C5
49800at7041,C5
50621at7041,C5
50837at7041,C5
5143at7041,C5
51543at7041,C5
51964at7041,C5
52594at7041,C5
52887at7041,C5
52964at7041,C5
53284at7041,C5
53310at7041,C5
53711at7041,C5
5458at7041,C5
54715at7041,C5
54745at7041,C5
55821at7041,C5
56282at7041,C5
56837at7041,C5
57569at7041,C5
57669at7041,C5
58262at7041,C5
58492at7041,C5
59104at7041,C5
59537at7041,C5
59671at7041,C5
60109at7041,C5
61207at7041,C5
62041at7041,C5
62114at7041,C5
62961at7041,C5
64186at7041,C5
64463at7041,C5
64595at7041,C5
64945at7041,C5
65820at7041,C5
66395at7041,C5
67879at7041,C5
67956at7041,C5
68030at7041,C5
68148at7041,C5
68473at7041,C5
68545at7041,C5
68930at7041,C5
7019at7041,C5
70840at7041,C5
71097at7041,C5
71261at7041,C5
72222at7041,C5
72476at7041,C5
72686at7041,C5
73096at7041,C5
73383at7041,C5
74174at7041,C5
7483at7041,C5
75259at7041,C5
76338at7041,C5
7762at7041,C5
77693at7041,C5
7815at7041,C5
79281at7041,C5
79694at7041,C5
80069at7041,C5
80179at7041,C5
81103at7041,C5
82691at7041,C5
83031at7041,C5
8327at7041,C5
83556at7041,C5
83594at7041,C5
84030at7041,C5
84352at7041,C5
84376at7041,C5
85004at7041,C5
86006at7041,C5
86139at7041,C5
86157at7041,C5
86669at7041,C5
87126at7041,C5
87171at7041,C5
87328at7041,C5
87362at7041,C5
87367at7041,C5
87998at7041,C5
88200at7041,C5
88466at7041,C5
89939at7041,C5
90841at7041,C5
91437at7041,C5
92118at7041,C5
92160at7041,C5
92495at7041,C5
92666at7041,C5
92783at7041,C5
93212at7041,C5
93436at7041,C5
93801at7041,C5
94039at7041,C5
96056at7041,C5
96209at7041,C5
96344at7041,C5
96622at7041,C5
96668at7041,C5
97213at7041,C5
101100at7041,C6
103923at7041,C6
104057at7041,C6
106677at7041,C6
106815at7041,C6
107072at7041,C6
107154at7041,C6
107902at7041,C6
1086at7041,C6
109696at7041,C6
110718at7041,C6
111151at7041,C6
111847at7041,C6
112128at7041,C6
112971at7041,C6
114061at7041,C6
114486at7041,C6
114708at7041,C6
116369at7041,C6
116500at7041,C6
116597at7041,C6
117203at7041,C6
117306at7041,C6
117506at7041,C6
118771at7041,C6
120806at7041,C6
121842at7041,C6
123136at7041,C6
123828at7041,C6
124026at7041,C6
124138at7041,C6
126453at7041,C6
126615at7041,C6
126977at7041,C6
127517at7041,C6
127618at7041,C6
128134at7041,C6
129442at7041,C6
130941at7041,C6
130957at7041,C6
131776at7041,C6
135736at7041,C6
13694at7041,C6
14128at7041,C6
14692at7041,C6
14813at7041,C6
14917at7041,C6
15153at7041,C6
15949at7041,C6
163448at7041,C6
163551at7041,C6
163639at7041,C6
163703at7041,C6
163781at7041,C6
163787at7041,C6
163799at7041,C6
163810at7041,C6
163855at7041,C6
16393at7041,C6
163996at7041,C6
163998at7041,C6
164011at7041,C6
164054at7041,C6
164112at7041,C6
164164at7041,C6
164236at7041,C6
164254at7041,C6
164278at7041,C6
164289at7041,C6
164324at7041,C6
164397at7041,C6
164444at7041,C6
164537at7041,C6
164778at7041,C6
164805at7041,C6
164874at7041,C6
164889at7041,C6
165097at7041,C6
165187at7041,C6
165302at7041,C6
165324at7041,C6
165342at7041,C6
165361at7041,C6
165412at7041,C6
165439at7041,C6
165445at7041,C6
165461at7041,C6
165703at7041,C6
165764at7041,C6
165769at7041,C6
165873at7041,C6
165895at7041,C6
165947at7041,C6
166113at7041,C6
166118at7041,C6
16619at7041,C6
166254at7041,C6
166331at7041,C6
166338at7041,C6
166412at7041,C6
166460at7041,C6
166588at7041,C6
166591at7041,C6
166592at7041,C6
166613at7041,C6
166632at7041,C6
166727at7041,C6
166732at7041,C6
166791at7041,C6
166843at7041,C6
166892at7041,C6
167027at7041,C6
167184at7041,C6
167216at7041,C6
167547at7041,C6
167571at7041,C6
167574at7041,C6
167618at7041,C6
167664at7041,C6
167672at7041,C6
167726at7041,C6
167797at7041,C6
167807at7041,C6
167827at7041,C6
167994at7041,C6
168092at7041,C6
168183at7041,C6
168229at7041,C6
168504at7041,C6
168527at7041,C6
168614at7041,C6
168672at7041,C6
168676at7041,C6
168816at7041,C6
168844at7041,C6
168867at7041,C6
168978at7041,C6
169168at7041,C6
169184at7041,C6
169263at7041,C6
169317at7041,C6
169351at7041,C6
169488at7041,C6
169569at7041,C6
169639at7041,C6
169644at7041,C6
169679at7041,C6
169818at7041,C6
169860at7041,C6
170116at7041,C6
17024at7041,C6
170290at7041,C6
170366at7041,C6
170380at7041,C6
170391at7041,C6
170536at7041,C6
170543at7041,C6
170647at7041,C6
170676at7041,C6
170830at7041,C6
17377at7041,C6
17919at7041,C6
18511at7041,C6
19206at7041,C6
1983at7041,C6
19930at7041,C6
20072at7041,C6
20916at7041,C6
21228at7041,C6
2233at7041,C6
22376at7041,C6
2260at7041,C6
2281at7041,C6
23299at7041,C6
24546at7041,C6
24661at7041,C6
25072at7041,C6
26733at7041,C6
26889at7041,C6
27407at7041,C6
28370at7041,C6
28611at7041,C6
28759at7041,C6
29248at7041,C6
29429at7041,C6
30222at7041,C6
30240at7041,C6
30653at7041,C6
30805at7041,C6
30936at7041,C6
31894at7041,C6
32248at7041,C6
32537at7041,C6
32751at7041,C6
32844at7041,C6
32876at7041,C6
33516at7041,C6
33882at7041,C6
34802at7041,C6
35004at7041,C6
35163at7041,C6
35639at7041,C6
36413at7041,C6
36663at7041,C6
36896at7041,C6
37907at7041,C6
38616at7041,C6
39082at7041,C6
39116at7041,C6
39130at7041,C6
41341at7041,C6
41605at7041,C6
42446at7041,C6
45468at7041,C6
46159at7041,C6
46175at7041,C6
47084at7041,C6
47210at7041,C6
47251at7041,C6
47316at7041,C6
47815at7041,C6
4803at7041,C6
48271at7041,C6
48868at7041,C6
48992at7041,C6
49030at7041,C6
49143at7041,C6
49605at7041,C6
50052at7041,C6
5026at7041,C6
50614at7041,C6
50844at7041,C6
51302at7041,C6
51478at7041,C6
51731at7041,C6
52408at7041,C6
52669at7041,C6
53172at7041,C6
53196at7041,C6
53381at7041,C6
53676at7041,C6
53920at7041,C6
54871at7041,C6
55916at7041,C6
56888at7041,C6
57053at7041,C6
57428at7041,C6
58001at7041,C6
5897at7041,C6
59175at7041,C6
59956at7041,C6
60633at7041,C6
61660at7041,C6
62414at7041,C6
62724at7041,C6
63065at7041,C6
63798at7041,C6
64000at7041,C6
64109at7041,C6
65003at7041,C6
66570at7041,C6
66709at7041,C6
66820at7041,C6
67129at7041,C6
67137at7041,C6
67187at7041,C6
68426at7041,C6
68623at7041,C6
68970at7041,C6
69143at7041,C6
69401at7041,C6
69647at7041,C6
69674at7041,C6
70366at7041,C6
70648at7041,C6
70968at7041,C6
71160at7041,C6
71414at7041,C6
71518at7041,C6
71555at7041,C6
72183at7041,C6
72318at7041,C6
73609at7041,C6
73781at7041,C6
74392at7041,C6
75165at7041,C6
75423at7041,C6
75754at7041,C6
76041at7041,C6
76130at7041,C6
76143at7041,C6
76705at7041,C6
7698at7041,C6
77355at7041,C6
77510at7041,C6
77787at7041,C6
78463at7041,C6
7866at7041,C6
79785at7041,C6
79961at7041,C6
80821at7041,C6
81322at7041,C6
81948at7041,C6
82054at7041,C6
82957at7041,C6
83194at7041,C6
83671at7041,C6
83680at7041,C6
83693at7041,C6
